style,artist,picture,image
Realism,vincent-van-gogh,peasant-woman-picking-up-a-sheaf-of-grain-1885.jpg,downloaded_images\peasant-woman-picking-up-a-sheaf-of-grain-1885.jpg
Expressionism,max-beckmann,adam-and-eve-1917.jpg,downloaded_images\adam-and-eve-1917.jpg
High_Renaissance,leonardo-da-vinci,studies-of-leda-and-a-horse.jpg,downloaded_images\studies-of-leda-and-a-horse.jpg
Impressionism,camille-pissarro,the-garden-of-the-tuileries-morning-spring-1900.jpg,downloaded_images\the-garden-of-the-tuileries-morning-spring-1900.jpg
Symbolism,odilon-redon,false-glory-1885.jpg,downloaded_images\false-glory-1885.jpg
Art_Nouveau_Modern,aubrey-beardsley,the-lady-of-the-lake-telleth-arthur-of-the-sword-excalibur.jpg,downloaded_images\the-lady-of-the-lake-telleth-arthur-of-the-sword-excalibur.jpg
Impressionism,claude-monet,meadow-with-haystacks-near-giverny.jpg,downloaded_images\meadow-with-haystacks-near-giverny.jpg
Realism,johan-hendrik-weissenbruch,ship-in-polder-canal.jpg,downloaded_images\ship-in-polder-canal.jpg
Fauvism,alberto-magnelli,the-drunk-man-1914.jpg,downloaded_images\the-drunk-man-1914.jpg
Abstract_Expressionism,joan-mitchell,tilleul-1978.jpg,downloaded_images\tilleul-1978.jpg
Romanticism,ivan-aivazovsky,reval-1844.jpg,downloaded_images\reval-1844.jpg
Pop_Art,gerard-fromanger,le-boulevard-des-italiens-1971.jpg,downloaded_images\le-boulevard-des-italiens-1971.jpg
Symbolism,konstantin-bogaevsky,stars-1922.jpg,downloaded_images\stars-1922.jpg
Expressionism,max-pechstein,das-vater-unser-und-die-kraft-und-die-herrlichkeit.jpg,downloaded_images\das-vater-unser-und-die-kraft-und-die-herrlichkeit.jpg
Abstract_Expressionism,brice-marden,vine-1993.jpg,downloaded_images\vine-1993.jpg
Abstract_Expressionism,manabu-mabe,dever.jpg,downloaded_images\dever.jpg
Realism,vasily-surikov,okhotnikov-s-house-in-krasnoyarsk-1890.jpg,downloaded_images\okhotnikov-s-house-in-krasnoyarsk-1890.jpg
Northern_Renaissance,hieronymus-bosch,the-vagabond-the-prodigal-son-1516.jpg,downloaded_images\the-vagabond-the-prodigal-son-1516.jpg
Art_Nouveau_Modern,boris-kustodiev,sailor-and-his-girl-1926.jpg,downloaded_images\sailor-and-his-girl-1926.jpg
Northern_Renaissance,gerard-david,triptych-of-jan-des-trompes.jpg,downloaded_images\triptych-of-jan-des-trompes.jpg
Impressionism,giovanni-boldini,portrait-of-elizabeth-wharton-drexel-1905.jpg,downloaded_images\portrait-of-elizabeth-wharton-drexel-1905.jpg
Art_Nouveau_Modern,edmund-dulac,princess-orchid-s-party-illustration-to-fairies-i-have-met.jpg,downloaded_images\princess-orchid-s-party-illustration-to-fairies-i-have-met.jpg
Color_Field_Painting,frank-stella,jasper-s-dilemma-1972.jpg,downloaded_images\jasper-s-dilemma-1972.jpg
Impressionism,anders-zorn,red-stockings-1887.jpg,downloaded_images\red-stockings-1887.jpg
Romanticism,karl-bodmer,saukie-and-fox-indians-plate-20-from-volume-1-of-travels-in-the-interior-of-north-america-1833.jpg,downloaded_images\saukie-and-fox-indians-plate-20-from-volume-1-of-travels-in-the-interior-of-north-america-1833.jpg
Realism,ivan-shishkin,oak-1889.jpg,downloaded_images\oak-1889.jpg
High_Renaissance,michelangelo,sistine-chapel-ceiling-creation-of-eve-1510.jpg,downloaded_images\sistine-chapel-ceiling-creation-of-eve-1510.jpg
Expressionism,ion-tuculescu,totems-on-the-morning-road.jpg,downloaded_images\totems-on-the-morning-road.jpg
Symbolism,nicholas-roerich,santana-1944.jpg,downloaded_images\santana-1944.jpg
Early_Renaissance,fra-angelico,the-trial-by-fire-of-st-francis-before-the-sultan.jpg,downloaded_images\the-trial-by-fire-of-st-francis-before-the-sultan.jpg
Expressionism,max-beckmann,woman-with-parrot-1946.jpg,downloaded_images\woman-with-parrot-1946.jpg
Realism,fyodor-vasilyev,mountains-in-the-crimea-in-winter-1873.jpg,downloaded_images\mountains-in-the-crimea-in-winter-1873.jpg
Realism,vincent-van-gogh,peasant-woman-planting-beets-2-1885.jpg,downloaded_images\peasant-woman-planting-beets-2-1885.jpg
Post_Impressionism,pyotr-konchalovsky,view-of-elbrus-1948.jpg,downloaded_images\view-of-elbrus-1948.jpg
Impressionism,pierre-auguste-renoir,catulle-mendez.jpg,downloaded_images\catulle-mendez.jpg
Naive_Art_Primitivism,david-burliuk,couple-in-a-landscape.jpg,downloaded_images\couple-in-a-landscape.jpg
Symbolism,nicholas-roerich,wisdom-of-manu-1916.jpg,downloaded_images\wisdom-of-manu-1916.jpg
Rococo,maurice-quentin-de-la-tour,preparation-of-the-portrait-of-joseph-amedee-victor-paris-son-of-john-of-paris-montmartel.jpg,downloaded_images\preparation-of-the-portrait-of-joseph-amedee-victor-paris-son-of-john-of-paris-montmartel.jpg
Color_Field_Painting,paul-jenkins,phenomena-lands-end.jpg,downloaded_images\phenomena-lands-end.jpg
Expressionism,paul-delvaux,before-bathing-1933.jpg,downloaded_images\before-bathing-1933.jpg
Mannerism_Late_Renaissance,el-greco,st-joseph-and-the-christ-child-1599.jpg,downloaded_images\st-joseph-and-the-christ-child-1599.jpg
Symbolism,albert-bloch,lied-i-1914.jpg,downloaded_images\lied-i-1914.jpg
Post_Impressionism,vincent-van-gogh,orchard-with-peach-trees-in-blossom-1888.jpg,downloaded_images\orchard-with-peach-trees-in-blossom-1888.jpg
Pointillism,georges-seurat,the-seine-at-la-grande-jatte-in-the-spring-1888.jpg,downloaded_images\the-seine-at-la-grande-jatte-in-the-spring-1888.jpg
Realism,ivan-shishkin,pine-on-the-cliff-1855.jpg,downloaded_images\pine-on-the-cliff-1855.jpg
Realism,john-singer-sargent,mrs-robertson-1880.jpg,downloaded_images\mrs-robertson-1880.jpg
Impressionism,jose-malhoa,praia-das-ma-s-1918.jpg,downloaded_images\praia-das-ma-s-1918.jpg
Impressionism,gustave-caillebotte,place-saint-augustin-misty-weather.jpg,downloaded_images\place-saint-augustin-misty-weather.jpg
Baroque,adriaen-van-ostade,the-de-goyer-family-and-the-painter.jpg,downloaded_images\the-de-goyer-family-and-the-painter.jpg
Post_Impressionism,koloman-moser,hyacinths.jpg,downloaded_images\hyacinths.jpg
Impressionism,piet-mondrian,portrait-of-a-girl-with-flowers-1.jpg,downloaded_images\portrait-of-a-girl-with-flowers-1.jpg
Cubism,lyonel-feininger,the-village-of-legefeld-i-dorf-legefeld-i-1916.jpg,downloaded_images\the-village-of-legefeld-i-dorf-legefeld-i-1916.jpg
Rococo,giovanni-battista-tiepolo,the-education-of-the-virgin-1732.jpg,downloaded_images\the-education-of-the-virgin-1732.jpg
Color_Field_Painting,larry-zox,yours-and-mine-1993.jpg,downloaded_images\yours-and-mine-1993.jpg
Naive_Art_Primitivism,niko-pirosmani,kakheti-wine-kardanah(1).jpg,downloaded_images\kakheti-wine-kardanah(1).jpg
Symbolism,mikalojus-ciurlionis,prelude-1908.jpg,downloaded_images\prelude-1908.jpg
Impressionism,joaquã­n-sorolla,old-valencian-fisherman-1907.jpg,downloaded_images\old-valencian-fisherman-1907.jpg
Northern_Renaissance,albrecht-durer,two-hands-holding-a-pair-of-books.jpg,downloaded_images\two-hands-holding-a-pair-of-books.jpg
Impressionism,pierre-auguste-renoir,madame-victor-chocquet-1875.jpg,downloaded_images\madame-victor-chocquet-1875.jpg
Realism,vasily-vereshchagin,lake-issyk-kul-in-the-evening-1870.jpg,downloaded_images\lake-issyk-kul-in-the-evening-1870.jpg
Minimalism,john-mccracken,the-absolutely-naked-fragrance-1967.jpg,downloaded_images\the-absolutely-naked-fragrance-1967.jpg
Impressionism,edgar-degas,henri-de-gas-and-his-neice-lucie-degas.jpg,downloaded_images\henri-de-gas-and-his-neice-lucie-degas.jpg
Romanticism,edward-burne-jones,the-mirror-of-venus-1.jpg,downloaded_images\the-mirror-of-venus-1.jpg
Cubism,georges-braque,the-salon-1944.jpg,downloaded_images\the-salon-1944.jpg
Realism,vasily-surikov,seville-the-bullfight-1910.jpg,downloaded_images\seville-the-bullfight-1910.jpg
Naive_Art_Primitivism,david-burliuk,winter-traveller-sunset(1).jpg,downloaded_images\winter-traveller-sunset(1).jpg
Early_Renaissance,benozzo-gozzoli,renunciation-of-worldly-goods-and-the-bishop-of-assisi-dresses-st-francis.jpg,downloaded_images\renunciation-of-worldly-goods-and-the-bishop-of-assisi-dresses-st-francis.jpg
Expressionism,amedeo-modigliani,portrait-of-mario-varvogli.jpg,downloaded_images\portrait-of-mario-varvogli.jpg
Color_Field_Painting,maurice-esteve,vigorou.jpg,downloaded_images\vigorou.jpg
Post_Impressionism,janos-tornyai,interior-with-curtained-window-1929.jpg,downloaded_images\interior-with-curtained-window-1929.jpg
Naive_Art_Primitivism,fernando-botero,official-portrait-of-the-military-junta.jpg,downloaded_images\official-portrait-of-the-military-junta.jpg
Impressionism,pierre-auguste-renoir,woman-s-head-1905.jpg,downloaded_images\woman-s-head-1905.jpg
Symbolism,gulacsy-lajos,dante-s-meeting-with-beatrice-1907.jpg,downloaded_images\dante-s-meeting-with-beatrice-1907.jpg
Expressionism,max-beckmann,self-portrait-with-a-saxophone-1930.jpg,downloaded_images\self-portrait-with-a-saxophone-1930.jpg
Romanticism,viktor-vasnetsov,four-horsemen-of-apocalypse-1887.jpg,downloaded_images\four-horsemen-of-apocalypse-1887.jpg
Post_Impressionism,vincent-van-gogh,pianist-1887.jpg,downloaded_images\pianist-1887.jpg
Expressionism,amedeo-modigliani,the-caretaker-s-son-1918.jpg,downloaded_images\the-caretaker-s-son-1918.jpg
Romanticism,john-atkinson-grimshaw,salthouse-dock-liverpool-1.jpg,downloaded_images\salthouse-dock-liverpool-1.jpg
Northern_Renaissance,albrecht-durer,melancthon-1526.jpg,downloaded_images\melancthon-1526.jpg
Baroque,gian-lorenzo-bernini,altar-of-the-cappella-del-sacramento(1).jpg,downloaded_images\altar-of-the-cappella-del-sacramento(1).jpg
Art_Nouveau_Modern,jacek-malczewski,the-tribute-money-triptych-left.jpg,downloaded_images\the-tribute-money-triptych-left.jpg
Baroque,jan-siberechts,shepherdess.jpg,downloaded_images\shepherdess.jpg
Pop_Art,aldo-mondino,scultura-un-corno.jpg,downloaded_images\scultura-un-corno.jpg
Impressionism,antoine-blanchard,les-grands-boulevards.jpg,downloaded_images\les-grands-boulevards.jpg
Baroque,frans-hals,fisher-girl-1632.jpg,downloaded_images\fisher-girl-1632.jpg
Symbolism,pierre-puvis-de-chavannes,the-childhood-of-saint-genevieve.jpg,downloaded_images\the-childhood-of-saint-genevieve.jpg
Symbolism,konstantin-bogaevsky,morning-pink-gobelin-1906.jpg,downloaded_images\morning-pink-gobelin-1906.jpg
Symbolism,nicholas-roerich,himalayas-1938-4.jpg,downloaded_images\himalayas-1938-4.jpg
Rococo,benjamin-west,peter-beckford-1797.jpg,downloaded_images\peter-beckford-1797.jpg
Post_Impressionism,paul-cezanne,mont-sainte-victoire-1898.jpg,downloaded_images\mont-sainte-victoire-1898.jpg
Mannerism_Late_Renaissance,jacopo-pontormo,self-portrait-1522.jpg,downloaded_images\self-portrait-1522.jpg
Expressionism,konstantinos-parthenis,the-apotheosis-of-athanasios-diakos-1933.jpg,downloaded_images\the-apotheosis-of-athanasios-diakos-1933.jpg
Expressionism,ernst-ludwig-kirchner,tree-bathers-sitting-on-rocks.jpg,downloaded_images\tree-bathers-sitting-on-rocks.jpg
Naive_Art_Primitivism,henri-rousseau,bouquet-of-flowers-1909.jpg,downloaded_images\bouquet-of-flowers-1909.jpg
Rococo,canaletto,the-brenta-canal-at-padua.jpg,downloaded_images\the-brenta-canal-at-padua.jpg
Symbolism,nicholas-roerich,tibetian-dwellings.jpg,downloaded_images\tibetian-dwellings.jpg
Expressionism,toyen,epika.jpg,downloaded_images\epika.jpg
Baroque,paul-bril,landscape-with-roman-ruins-1580.jpg,downloaded_images\landscape-with-roman-ruins-1580.jpg
Baroque,peter-paul-rubens,the-triumph-of-the-victory.jpg,downloaded_images\the-triumph-of-the-victory.jpg
High_Renaissance,correggio,adoration-of-the-child-1520(2).jpg,downloaded_images\adoration-of-the-child-1520(2).jpg
Impressionism,pierre-auguste-renoir,the-laundress-1.jpg,downloaded_images\the-laundress-1.jpg
Art_Nouveau_Modern,carl-larsson,cowgirl-in-the-meadow-1906(1).jpg,downloaded_images\cowgirl-in-the-meadow-1906(1).jpg
Realism,thomas-eakins,studies-for-william-rush-1876-7.jpg,downloaded_images\studies-for-william-rush-1876-7.jpg
Minimalism,rodolfo-arico,anomalia-1969.jpg,downloaded_images\anomalia-1969.jpg
Romanticism,edward-burne-jones,love-leading-the-pilgrim.jpg,downloaded_images\love-leading-the-pilgrim.jpg
Realism,isaac-levitan,schooner-in-bay-1896.jpg,downloaded_images\schooner-in-bay-1896.jpg
Realism,viktor-vasnetsov,on-the-earth.jpg,downloaded_images\on-the-earth.jpg
Northern_Renaissance,hieronymus-bosch,temptation-of-st-anthony-1.jpg,downloaded_images\temptation-of-st-anthony-1.jpg
Post_Impressionism,gustave-loiseau,the-rocks-of-saint-lunaire-1904.jpg,downloaded_images\the-rocks-of-saint-lunaire-1904.jpg
Post_Impressionism,salvador-dali,port-alguer.jpg,downloaded_images\port-alguer.jpg
Impressionism,claude-monet,water-lilies-red-1919.jpg,downloaded_images\water-lilies-red-1919.jpg
Northern_Renaissance,rogier-van-der-weyden,demons-tortures-a-sinner.jpg,downloaded_images\demons-tortures-a-sinner.jpg
Romanticism,lev-lagorio,an-old-tree-1859.jpg,downloaded_images\an-old-tree-1859.jpg
Ukiyo_e,keisai-eisen,guojo-kakukyo-from-the-series-twenty-four-examples-of-filial-devotion-in-the-floating-world.jpg,downloaded_images\guojo-kakukyo-from-the-series-twenty-four-examples-of-filial-devotion-in-the-floating-world.jpg
Impressionism,claude-monet,the-coast-at-sainte-adresse.jpg,downloaded_images\the-coast-at-sainte-adresse.jpg
Expressionism,emil-nolde,burial-1915.jpg,downloaded_images\burial-1915.jpg
Ukiyo_e,katsushika-hokusai,a-woman-makes-a-cursing-ritual-ceremony.jpg,downloaded_images\a-woman-makes-a-cursing-ritual-ceremony.jpg
Rococo,thomas-gainsborough,dupont.jpg,downloaded_images\dupont.jpg
Symbolism,konstantin-somov,naked-among-the-flowers.jpg,downloaded_images\naked-among-the-flowers.jpg
Expressionism,rafael-zabaleta,portrait-of-two-girls-1933.jpg,downloaded_images\portrait-of-two-girls-1933.jpg
Abstract_Expressionism,paul-reed,20-1962.jpg,downloaded_images\20-1962.jpg
Realism,john-everett-millais,lear-and-cordelia.jpg,downloaded_images\lear-and-cordelia.jpg
Cubism,maurice-de-vlaminck,wines-liquors-1910.jpg,downloaded_images\wines-liquors-1910.jpg
Romanticism,john-william-waterhouse,the-missal-1902.jpg,downloaded_images\the-missal-1902.jpg
Expressionism,marie-laurencin,the-rehearsal-1936.jpg,downloaded_images\the-rehearsal-1936.jpg
Impressionism,laszlo-mednyanszky,burring-brook-with-bridge.jpg,downloaded_images\burring-brook-with-bridge.jpg
Symbolism,nicholas-roerich,remember-1924.jpg,downloaded_images\remember-1924.jpg
Northern_Renaissance,albrecht-durer,the-annunciation-1511.jpg,downloaded_images\the-annunciation-1511.jpg
Post_Impressionism,vincent-van-gogh,portrait-of-doctor-gachet-1890.jpg,downloaded_images\portrait-of-doctor-gachet-1890.jpg
Impressionism,william-merritt-chase,the-moorish-warrior-1876.jpg,downloaded_images\the-moorish-warrior-1876.jpg
Post_Impressionism,pyotr-konchalovsky,bridge-1919.jpg,downloaded_images\bridge-1919.jpg
Mannerism_Late_Renaissance,tintoretto,st-jerome-and-st-andrew.jpg,downloaded_images\st-jerome-and-st-andrew.jpg
Realism,isaac-levitan,valley-of-the-river-autumn-1896.jpg,downloaded_images\valley-of-the-river-autumn-1896.jpg
Impressionism,camille-pissarro,sunset-rouen-1898.jpg,downloaded_images\sunset-rouen-1898.jpg
Impressionism,alfred-sisley,the-loing-canal-at-saint-mammes-1884.jpg,downloaded_images\the-loing-canal-at-saint-mammes-1884.jpg
Impressionism,james-mcneill-whistler,the-blue-dress.jpg,downloaded_images\the-blue-dress.jpg
Naive_Art_Primitivism,maria-primachenko,tablecloth-1976.jpg,downloaded_images\tablecloth-1976.jpg
Realism,ilya-repin,portrait-of-nicholas-ii-the-last-russian-emperor-1895.jpg,downloaded_images\portrait-of-nicholas-ii-the-last-russian-emperor-1895.jpg
Realism,vasily-polenov,marguerite-garden-1882.jpg,downloaded_images\marguerite-garden-1882.jpg
Realism,alexey-venetsianov,portrait-of-marfa-venetsianova.jpg,downloaded_images\portrait-of-marfa-venetsianova.jpg
Impressionism,john-atkinson-grimshaw,glasgow-docks.jpg,downloaded_images\glasgow-docks.jpg
Impressionism,pierre-auguste-renoir,portrait-of-pierre-1890.jpg,downloaded_images\portrait-of-pierre-1890.jpg
Romanticism,marcus-larson,night-at-sea-1858.jpg,downloaded_images\night-at-sea-1858.jpg
Art_Nouveau_Modern,ivan-bilibin,illustration-for-the-russian-fairy-story-feather-of-finist-falcon-5(1).jpg,downloaded_images\illustration-for-the-russian-fairy-story-feather-of-finist-falcon-5(1).jpg
Baroque,gerrit-dou,the-physician-1653-1.jpg,downloaded_images\the-physician-1653-1.jpg
Symbolism,nicholas-roerich,the-last-king-empty-throne-1922.jpg,downloaded_images\the-last-king-empty-throne-1922.jpg
Impressionism,adam-baltatu,houses-in-ha-i.jpg,downloaded_images\houses-in-ha-i.jpg
Abstract_Expressionism,frank-stella,green-solitaire-1977.jpg,downloaded_images\green-solitaire-1977.jpg
Realism,vasily-sadovnikov,rumyantsev-monument-in-st-petersburg.jpg,downloaded_images\rumyantsev-monument-in-st-petersburg.jpg
Minimalism,alberto-carneiro,cane-field-1968.jpg,downloaded_images\cane-field-1968.jpg
Realism,william-merritt-chase,still-life-with-pepper-and-carrot.jpg,downloaded_images\still-life-with-pepper-and-carrot.jpg
Color_Field_Painting,guido-molinari,red-rouge-quantifier-1976.jpg,downloaded_images\red-rouge-quantifier-1976.jpg
Contemporary_Realism,richard-whitney,helen-papoutsy.jpg,downloaded_images\helen-papoutsy.jpg
Realism,vincent-van-gogh,studies-for-figures-carrying-bundles-of-wood-1885.jpg,downloaded_images\studies-for-figures-carrying-bundles-of-wood-1885.jpg
Color_Field_Painting,ralph-hotere,tukua-mai-he-kaponga-oneone-ki-au-hai-tangi-send-me-a-handful-of-soil-1972.jpg,downloaded_images\tukua-mai-he-kaponga-oneone-ki-au-hai-tangi-send-me-a-handful-of-soil-1972.jpg
Impressionism,pierre-auguste-renoir,head-of-a-young-girl-in-red-1916.jpg,downloaded_images\head-of-a-young-girl-in-red-1916.jpg
Post_Impressionism,vincent-van-gogh,outskirts-of-paris-near-montmartre-1887-1.jpg,downloaded_images\outskirts-of-paris-near-montmartre-1887-1.jpg
Romanticism,konstantin-makovsky,portrait-21.jpg,downloaded_images\portrait-21.jpg
Expressionism,egon-schiele,i-love-antitheses-1912.jpg,downloaded_images\i-love-antitheses-1912.jpg
Impressionism,arkhip-kuindzhi,cypresses-on-a-seashore-the-crimea-1887.jpg,downloaded_images\cypresses-on-a-seashore-the-crimea-1887.jpg
Naive_Art_Primitivism,grandma-moses,the-thunderstorm-1948.jpg,downloaded_images\the-thunderstorm-1948.jpg
Realism,vasily-surikov,portrait-of-m-velichkina-nee-baroness-von-klodt-yurgensburg-1914.jpg,downloaded_images\portrait-of-m-velichkina-nee-baroness-von-klodt-yurgensburg-1914.jpg
Early_Renaissance,masaccio,the-tribute-money-1425.jpg,downloaded_images\the-tribute-money-1425.jpg
Impressionism,max-liebermann,portrait-of-otto-braun-1932.jpg,downloaded_images\portrait-of-otto-braun-1932.jpg
Post_Impressionism,vincent-van-gogh,still-life-with-irises-1890.jpg,downloaded_images\still-life-with-irises-1890.jpg
Post_Impressionism,maxime-maufra,the-golden-sea-quiberon-1900.jpg,downloaded_images\the-golden-sea-quiberon-1900.jpg
Baroque,rembrandt,man-in-a-coat-and-fur-cap-leaning-against-a-bank-1630.jpg,downloaded_images\man-in-a-coat-and-fur-cap-leaning-against-a-bank-1630.jpg
Romanticism,francisco-goya,don-ramon-satue-1823.jpg,downloaded_images\don-ramon-satue-1823.jpg
Baroque,rembrandt,st-bartholomew-1657.jpg,downloaded_images\st-bartholomew-1657.jpg
Realism,vincent-van-gogh,sketch-of-a-knee-1886.jpg,downloaded_images\sketch-of-a-knee-1886.jpg
Expressionism,martiros-saryan,illustration-to-armenian-folk-tales-1937.jpg,downloaded_images\illustration-to-armenian-folk-tales-1937.jpg
Realism,salvador-dali,mediumnistic-paranoiac-image.jpg,downloaded_images\mediumnistic-paranoiac-image.jpg
Impressionism,frederic-bazille,toilet-1870.jpg,downloaded_images\toilet-1870.jpg
Realism,ilya-repin,portrait-of-the-sculptor-e-p-tarhanova-antokolskaya-1893.jpg,downloaded_images\portrait-of-the-sculptor-e-p-tarhanova-antokolskaya-1893.jpg
Color_Field_Painting,louis-cane,papier-d-coup-1967-3.jpg,downloaded_images\papier-d-coup-1967-3.jpg
Minimalism,robert-morris,untitled-walk-around-1975.jpg,downloaded_images\untitled-walk-around-1975.jpg
Expressionism,george-bouzianis,still-life-1927-28.jpg,downloaded_images\still-life-1927-28.jpg
Cubism,joan-miro,not/detected/227961.jpg,downloaded_images\not/detected/227961.jpg
Abstract_Expressionism,joan-miro,not/detected/227974.jpg,downloaded_images\not/detected/227974.jpg
Fauvism,janos-mattis-teutsch,light-landscape-1917.jpg,downloaded_images\light-landscape-1917.jpg
Abstract_Expressionism,sam-gilliam,in-celebration-1983.jpg,downloaded_images\in-celebration-1983.jpg
Realism,ilya-repin,portrait-of-a-i-shevtsov-1869.jpg,downloaded_images\portrait-of-a-i-shevtsov-1869.jpg
Impressionism,alfred-sisley,a-corner-of-the-roches-courtaut-woods-june-1884.jpg,downloaded_images\a-corner-of-the-roches-courtaut-woods-june-1884.jpg
Impressionism,cornelis-vreedenburgh,bridge-near-estate-linschoten.jpg,downloaded_images\bridge-near-estate-linschoten.jpg
Symbolism,konstantin-bogaevsky,landscape-with-trees-1927.jpg,downloaded_images\landscape-with-trees-1927.jpg
Impressionism,claude-monet,vetheuil-3.jpg,downloaded_images\vetheuil-3.jpg
Symbolism,nicholas-roerich,the-unspilling-vessel-1927.jpg,downloaded_images\the-unspilling-vessel-1927.jpg
Early_Renaissance,domenico-ghirlandaio,study-of-garments.jpg,downloaded_images\study-of-garments.jpg
Contemporary_Realism,eric-fischl,bad-boy.jpg,downloaded_images\bad-boy.jpg
Realism,james-tissot,the-ladies-of-the-cars-1885.jpg,downloaded_images\the-ladies-of-the-cars-1885.jpg
Art_Nouveau_Modern,koloman-moser,dancer-1903-1.jpg,downloaded_images\dancer-1903-1.jpg
Romanticism,ivan-aivazovsky,smugglers-1884.jpg,downloaded_images\smugglers-1884.jpg
Romanticism,ivan-aivazovsky,ships-at-the-feodosiya-raid-1897.jpg,downloaded_images\ships-at-the-feodosiya-raid-1897.jpg
Expressionism,georges-braque,the-bicycle.jpg,downloaded_images\the-bicycle.jpg
Northern_Renaissance,albrecht-durer,courtyard-of-the-former-castle-in-innsbruck-without-clouds.jpg,downloaded_images\courtyard-of-the-former-castle-in-innsbruck-without-clouds.jpg
Expressionism,amedeo-modigliani,portrait-of-anna-zborowska-1917.jpg,downloaded_images\portrait-of-anna-zborowska-1917.jpg
Expressionism,ivan-milev,self-portrait-1920.jpg,downloaded_images\self-portrait-1920.jpg
Baroque,frans-snyders,the-fish-market-1618.jpg,downloaded_images\the-fish-market-1618.jpg
Art_Nouveau_Modern,raphael-kirchner,girls-with-purple-surrounds-1900.jpg,downloaded_images\girls-with-purple-surrounds-1900.jpg
Art_Nouveau_Modern,henri-de-toulouse-lautrec,they-cha-u-kao-chinese-clown-seated-1896.jpg,downloaded_images\they-cha-u-kao-chinese-clown-seated-1896.jpg
Ukiyo_e,katsushika-hokusai,fuji-at-torigoe.jpg,downloaded_images\fuji-at-torigoe.jpg
Symbolism,gustave-moreau,voices-of-evening.jpg,downloaded_images\voices-of-evening.jpg
Baroque,adriaen-brouwer,the-pancake-baker.jpg,downloaded_images\the-pancake-baker.jpg
Northern_Renaissance,albrecht-durer,side-and-frontal-view-of-the-female-head-1528.jpg,downloaded_images\side-and-frontal-view-of-the-female-head-1528.jpg
Expressionism,umberto-boccioni,kneeling-allegorical-figure.jpg,downloaded_images\kneeling-allegorical-figure.jpg
Romanticism,edward-burne-jones,the-hours-1882.jpg,downloaded_images\the-hours-1882.jpg
Romanticism,francisco-goya,nanny-s-boy-1799.jpg,downloaded_images\nanny-s-boy-1799.jpg
High_Renaissance,lorenzo-lotto,madonna-and-child-with-sts-peter-christine-liberale-and-jerome-1505.jpg,downloaded_images\madonna-and-child-with-sts-peter-christine-liberale-and-jerome-1505.jpg
Symbolism,mstislav-dobuzhinsky,vilno-zamkovaya-street-1906.jpg,downloaded_images\vilno-zamkovaya-street-1906.jpg
Mannerism_Late_Renaissance,agnolo-bronzino,christ-in-limbo-1552.jpg,downloaded_images\christ-in-limbo-1552.jpg
Realism,camille-corot,an-artist-painting-in-the-forest-of-fountainebleau-1855.jpg,downloaded_images\an-artist-painting-in-the-forest-of-fountainebleau-1855.jpg
Impressionism,antoine-blanchard,boulevard-des-capucines-et-madeleine.jpg,downloaded_images\boulevard-des-capucines-et-madeleine.jpg
Impressionism,camille-pissarro,study-of-apple-trees-at-eragny.jpg,downloaded_images\study-of-apple-trees-at-eragny.jpg
Realism,john-singer-sargent,madame-ramon-subercaseaux.jpg,downloaded_images\madame-ramon-subercaseaux.jpg
Fauvism,raoul-dufy,boats-in-marseille-1908.jpg,downloaded_images\boats-in-marseille-1908.jpg
Contemporary_Realism,chuck-close,emma-2002.jpg,downloaded_images\emma-2002.jpg
New_Realism,john-french-sloan,clown-making-up-1909.jpg,downloaded_images\clown-making-up-1909.jpg
Realism,konstantin-makovsky,cairo-court.jpg,downloaded_images\cairo-court.jpg
Romanticism,gustave-moreau,study-for-the-head-of-oedipus.jpg,downloaded_images\study-for-the-head-of-oedipus.jpg
Impressionism,mary-cassatt,baby-reaching-for-an-apple-1893.jpg,downloaded_images\baby-reaching-for-an-apple-1893.jpg
Expressionism,max-pechstein,dancer-pair-of-dancers-1909(1).jpg,downloaded_images\dancer-pair-of-dancers-1909(1).jpg
Cubism,arshile-gorky,bound-in-sleep.jpg,downloaded_images\bound-in-sleep.jpg
Baroque,peter-paul-rubens,roman-charity.jpg,downloaded_images\roman-charity.jpg
Baroque,francesco-guardi,landscape-with-a-fisherman-s-1775.jpg,downloaded_images\landscape-with-a-fisherman-s-1775.jpg
Romanticism,jan-matejko,zamoyski-at-byczyna.jpg,downloaded_images\zamoyski-at-byczyna.jpg
Impressionism,claude-monet,the-seine-at-port-villes-clear-weather.jpg,downloaded_images\the-seine-at-port-villes-clear-weather.jpg
Naive_Art_Primitivism,grã©goire-michonze,in-the-village(1).jpg,downloaded_images\in-the-village(1).jpg
Symbolism,nicholas-roerich,study-of-scene-decoration-for-the-rite-of-spring-1944.jpg,downloaded_images\study-of-scene-decoration-for-the-rite-of-spring-1944.jpg
Rococo,giovanni-battista-tiepolo,the-virgin-appearing-to-dominican-saints.jpg,downloaded_images\the-virgin-appearing-to-dominican-saints.jpg
Realism,fyodor-vasilyev,rapid-stream.jpg,downloaded_images\rapid-stream.jpg
Abstract_Expressionism,ralph-rosenborg,landscape-with-hills-and-lake-1990.jpg,downloaded_images\landscape-with-hills-and-lake-1990.jpg
Fauvism,piet-mondrian,trees-by-the-gein-at-moonrise-1908.jpg,downloaded_images\trees-by-the-gein-at-moonrise-1908.jpg
Symbolism,mikhail-vrubel,pearl-oister-1904.jpg,downloaded_images\pearl-oister-1904.jpg
