style,artist,picture
Romanticism,joseph-wright,portrait-of-a-lady-with-her-lacework
Contemporary_Realism,jamie-wyeth,obelisk-1976
Pop_Art,billy-apple,ship-in-a-bottle-1963
Impressionism,william-merritt-chase,figure-study-i
Realism,vasily-surikov,portrait-of-a-i-yemelyanova-1903
Realism,vasily-polenov,cityscape-1875
Romanticism,orest-kiprensky,portrait-of-ivan-vasilievich-kusov-1808
Expressionism,william-h.-johnson,harbor-under-the-midnight-sun-1937(1)
Impressionism,ilya-repin,the-yield-on-the-red-porch-1910
Minimalism,anne-truitt,prima-1978
Impressionism,pierre-auguste-renoir,study-for-the-saone-embraced-by-the-rhone-1915
Naive_Art_Primitivism,marc-chagall,in-front-of-the-picture-1963
Rococo,giovanni-battista-tiepolo,the-last-supper-1747
Naive_Art_Primitivism,marc-chagall,an-angel-1956
Naive_Art_Primitivism,jules-lefranc,mount-cervino
Naive_Art_Primitivism,marc-chagall,the-judgement-of-solomon-i-kings-iii-16-27
Impressionism,emmanuel-zairis,figure-in-a-rowing-boat
Post_Impressionism,henri-de-toulouse-lautrec,ruhendes-modell-1896
Symbolism,victor-hugo,the-wave-or-my-destiny-1857
Impressionism,childe-hassam,east-hampton
Romanticism,john-everett-millais,st-bartholemew-s-day
Impressionism,guy-rose,the-green-parasol-1911
Northern_Renaissance,hans-holbein-the-younger,portrait-of-dirk-tybis-1533
Abstract_Expressionism,hans-hofmann,profound-longing-1965
Baroque,peter-paul-rubens,nicolas-rubens
Cubism,theo-van-doesburg,lena-in-interieur-1917
Cubism,leopold-survage,femme-et-oiseau-1927
Cubism,paul-klee,senecio-1922(1)
Naive_Art_Primitivism,marc-chagall,lid-meeting-of-isaac-and-rebecca-1980
Realism,camille-corot,roman-countryside-rocky-valley-with-a-herd-of-pigs-1828
Impressionism,arkhip-kuindzhi,winter-thaw
Baroque,guido-reni,st-joseph-with-the-infant-jesus
Impressionism,alfred-sisley,the-road-to-louveciennes-montbuisson
Art_Nouveau_Modern,jozsef-rippl-ronai,lajos-und-odon-1918
Realism,boris-kustodiev,man-with-accounts-v-a-kastalsky-1917
Color_Field_Painting,gotthard-graubner,lysis-2003
Northern_Renaissance,joachim-wtewael,portrait-of-the-artist-s-wife-1601
Baroque,peter-paul-rubens,deborah-kip-wife-of-sir-balthasar-gerbier-and-her-children-1630
Baroque,guido-reni,magdalene-with-the-jar-of-ointment
Realism,ilya-repin,follow-me-satan-1895
Symbolism,james-tissot,abraham-s-servant-meeteth-rebecca
Expressionism,pierre-alechinsky,untitled-from-the-portfolio-with-the-grain-of-the-wood-au-fil-du-bois-5-1973
Rococo,benjamin-west,general-thaddeus-kosciusko-1797
Abstract_Expressionism,cy-twombly,coronation-of-sesostris-1
Expressionism,toyen,a-lady-with-dolphins-1934
Realism,ilya-repin,seamstress-1882
Rococo,maurice-quentin-de-la-tour,portrait-of-king-louis-xv-1748
Color_Field_Painting,jack-bush,concerto-1975
Realism,pyotr-konchalovsky,skating-rink-dynamo-1948
Abstract_Expressionism,vasile-dobrian,a-perfumed-gale-of-the-autumn-is-all-that-s-left-in-my-memory-from-the-autumn-series
Abstract_Expressionism,mark-tobey,they-ve-come-back
Naive_Art_Primitivism,william-h.-johnson,abraham-lincoln-1945
Impressionism,eugene-boudin,leaving-mass-in-brittany
Abstract_Expressionism,sam-francis,untitled-from-pasadena-box-lembark-l62-1963
Northern_Renaissance,lucas-cranach-the-elder,portrait-of-martin-luther-as-an-augustinian-monk
Realism,isaac-levitan,evening-1877
Impressionism,winston-churchill,village-house-in-southern-france
Synthetic_Cubism,pablo-picasso,guitar-and-sheet-of-music-1912
Impressionism,vasile-popescu,comana-landscape-1928
Romanticism,ford-madox-brown,the-finding-of-don-juan-by-haidee-1869
Post_Impressionism,franz-marc,large-lenggries-horses-1908
Baroque,adriaen-van-de-velde,cattle-and-goats-in-a-meadow-1658
Baroque,bartolome-esteban-murillo,jacob-s-dream-1665
Northern_Renaissance,albrecht-altdorfer,birth-of-mary
Impressionism,antoine-blanchard,place-de-la-republic-4
Realism,charles-francois-daubigny,landscape-trees-on-the-slope-of-a-ravine
Realism,camille-corot,landscape-with-peasant-girl-1861
Pop_Art,billy-apple,untitled-diptych-2011
Expressionism,georges-braque,a-bird-passing-through-a-cloud-1957-1
Impressionism,stefan-luchian,peasant-woman-with-yellow-headscarf-1905
Impressionism,konstantin-korovin,paris-boulevard-des-capucines-1911
Baroque,rembrandt,schellingwou-seen-from-the-diemerdijk
Impressionism,claude-monet,view-of-the-voorzaan-1871
Northern_Renaissance,hans-memling,granada-diptych-right-wing-the-holy-women-and-st-john
Northern_Renaissance,mabuse,sheet-with-a-study-after-the-spinario-and-other-sculptures-1509
Pop_Art,tsuruko-yamazaki,peace-1968
Impressionism,john-henry-twachtman,pasture-with-barns-cos-cob
Post_Impressionism,suzanne-valadon,nude-woman-with-drapery-1919
Expressionism,martiros-saryan,armenian-village-1929
Romanticism,jan-matejko,saint-casimir
Post_Impressionism,paul-cezanne,portrait-of-madame-cezanne
Post_Impressionism,paul-gauguin,not-detected-1
Post_Impressionism,vincent-van-gogh,a-corner-of-the-asylum-and-the-garden-with-a-heavy-sawn-off-tree-1889(1)
Pointillism,georges-seurat,study-for-the-circus-1891
Mannerism_Late_Renaissance,titian,christ-carrying-the-cross-1575
Impressionism,childe-hassam,the-nymph-of-beryl-gorge
Realism,vincent-van-gogh,self-portrait-with-cap-1886
Abstract_Expressionism,hans-hofmann,song-of-the-nightingale-1964
Rococo,maurice-quentin-de-la-tour,prince-xavier-of-saxony
Impressionism,armand-guillaumin,la-pointe-du-lou-gaou-1911
Realism,valentin-serov,horse-1884
Post_Impressionism,pyotr-konchalovsky,margot-is-dancing-1949
Pointillism,theo-van-rysselberghe,the-pointe-de-per-kiridec-at-roscoff
Realism,vincent-van-gogh,woman-with-baby-on-her-lap-half-length-1883
Impressionism,antoine-blanchard,theatre-du-vaudeville-2
Impressionism,asgrimur-jonsson,view-of-elli-a-rvogur-reykjav-k-1930
Impressionism,alfred-sisley,at-moret-sur-loing-1892
Pop_Art,rene-bertholo,arc-en-ciel-1971
Cubism,nikos-hadjikyriakos-ghikas,stage-design-for-don-juan-by-andr-obey-1939
Realism,theodore-rousseau,view-of-the-belfry-of-orleans
Expressionism,lovis-corinth,in-the-slaughter-house-1893
Baroque,anthony-van-dyck,portrait-of-henry-danvers-earl-of-danby-as-a-knight-of-the-order-of-the-garter
Color_Field_Painting,gene-davis,orange-twitter-1966
Impressionism,eugene-boudin,strand-in-trouville-1868
Romanticism,john-william-waterhouse,ophelia-1889
Rococo,fyodor-rokotov,portrait-of-great-duke-peter-fedorovich-later-emperor-peter-iii
Color_Field_Painting,frank-stella,sinjerli-variations-iia-1977
Impressionism,camille-pissarro,the-louvre-morning-snow-effect-1903
Post_Impressionism,henri-martin,brides-walk-under-the-apple-trees
Romanticism,jean-leon-gerome,summer-afternoon-on-a-lake
Post_Impressionism,martiros-saryan,eastern-landscape-1924
Romanticism,eugene-delacroix,frederic-chopin-1838(1)
Romanticism,thomas-cole,summer-twilight-a-recollection-of-a-scene-in-new-england-1834
Romanticism,thomas-cole,the-hunter-s-return-1845
Post_Impressionism,konstantinos-parthenis,the-harbor-of-kalamata-1911
Expressionism,zinaida-serebriakova,portrait-of-nadezhda-mikhailovna-kroshkin-1923
Post_Impressionism,istvan-ilosvai-varga,street-at-szentendre-in-stormy-weather-1933
Color_Field_Painting,clyfford-still,1957-d-no-1-1957(1)
Abstract_Expressionism,sam-gilliam,fog-in-the-hollow-1974
Expressionism,ernst-ludwig-kirchner,life-on-the-alpine-pasture
Symbolism,harry-clarke,the-year-s-at-the-spring-1920-12
Expressionism,zinaida-serebriakova,sculpture-in-the-tuileries-1941
Romanticism,edward-burne-jones,the-mill-1882
Realism,winslow-homer,shore-at-bermuda
Impressionism,claude-monet,field-of-yellow-irises-at-giverny
Romanticism,francisco-goya,time-of-the-old-women-1820
Expressionism,candido-portinari,catechesis-1941
Realism,charles-francois-daubigny,the-banks-of-the-river-1
Rococo,giovanni-battista-tiepolo,the-immaculate-conception-1768
Realism,vasily-perov,portrait-of-the-sculptor-vladimir-brovsky
Realism,vincent-van-gogh,landscape-in-drenthe-1883
Symbolism,odilon-redon,christ-in-silence
Romanticism,karl-bodmer,view-of-the-godesburg-and-the-seven-mountains
Abstract_Expressionism,sam-francis,yellow-speck-1963
Ukiyo_e,katsushika-hokusai,the-lake-of-hakone-in-the-segami-province
Art_Nouveau_Modern,carl-larsson,karin-and-brita-1893(1)
Impressionism,edouard-manet,rue-mosnier-decorated-with-flags-1878
Realism,gustave-courbet,the-wave
High_Renaissance,michelangelo,ignudo-9
Expressionism,martiros-saryan,fruits-on-the-blue-plate-1915
Expressionism,ernst-ludwig-kirchner,sailboats-at-fehmarn-1
Symbolism,konstantin-somov,lady-with-the-dog-relaxing-on-the-lawn
Baroque,rembrandt,portrait-of-a-rabbi
Romanticism,joseph-wright,the-lady-in-milton-s-comus
Post_Impressionism,ferdynand-ruszczyc,ostatnie-niegi-1899
Impressionism,claude-monet,cliff-near-dieppe-1
Abstract_Expressionism,friedel-dzubas,hope-distant-1987
Realism,odilon-redon,flowers-in-a-red-pitcher
High_Renaissance,michelangelo,sistine-chapel-ceiling-the-prophet-joel-1512
Post_Impressionism,vincent-van-gogh,sketches-of-a-cottage-and-figures-1890
Post_Impressionism,vincent-van-gogh,four-men-on-a-road-with-pine-trees-1890(1)
Impressionism,bela-czobel,girl-by-the-window-with-flower-1904
Art_Nouveau_Modern,natalia-goncharova,cockerel
Romanticism,jan-matejko,the-young-man
Fauvism,andre-derain,portrait-of-a-man-1915
Realism,mykola-pymonenko,from-the-forrest
Art_Nouveau_Modern,ivan-bilibin,costume-design-for-the-opera-legend-of-the-invisible-city-of-kitezh-and-maiden-fevronia-by-1934(1)
Impressionism,berthe-morisot,young-woman-in-a-blue-blouse-1
Romanticism,gustave-dore,paradise-lost-11
Expressionism,martiros-saryan,self-portrait-1909-1
Impressionism,berthe-morisot,young-girl-with-doll
Post_Impressionism,vincent-van-gogh,the-seine-with-a-rowing-boat-1887
Cubism,pablo-picasso,nude-with-towel-1907
Rococo,giovanni-domenico-tiepolo,summer-stroll-1757
Mannerism_Late_Renaissance,paolo-veronese,conversion-of-st-pantaleon-1588
Rococo,benjamin-west,paetus-and-arria
Pop_Art,burhan-dogancay,concave-shadow-sculpture-1984
Art_Nouveau_Modern,odilon-redon,decoration
Art_Nouveau_Modern,a.y.-jackson,hills-at-great-bear-lake-1953
Impressionism,eugene-boudin,beach-scene-at-trouville
Realism,john-singer-sargent,vaslav-nijinsky-in-le-pavillon-d-armide-1911
Symbolism,konstantin-somov,russian-ballet
Impressionism,joaquã­n-sorolla,setting-sun-in-biarritz-1906
Realism,leon-bonnat,portrait-of-antoine-louis-barye-with-a-wax-model-of-seated-lion-1885
Realism,johan-hendrik-weissenbruch,road-near-noorden
Art_Nouveau_Modern,henri-de-toulouse-lautrec,nude-girl-1893
Naive_Art_Primitivism,niko-pirosmani,a-paschal-lamb-1914
Color_Field_Painting,morris-louis,dalet-chet-1958
Color_Field_Painting,friedel-dzubas,key-largo-1964
Art_Nouveau_Modern,ferdinand-hodler,dying-warrior-1
Cubism,oscar-dominguez,corrida-ii-1951
Romanticism,gustave-dore,the-slothful
Ukiyo_e,ito-shinsui,evening-scene-at-ishiyama-temple-1917
Cubism,lajos-tihanyi,composition-1925
Art_Nouveau_Modern,raphael-kirchner,a-half-of-a-virgin-1901-5
Symbolism,konstantin-somov,a-youth-on-his-knees-in-front-of-a-lady-1916
Early_Renaissance,jacopo-bellini,annunciation-1444
Rococo,allan-ramsay,portrait-of-a-naval-officer
Cubism,vicente-manansala,philippines-mother-and-child-1965
Impressionism,konstantin-korovin,portrait-of-the-artist-v-v-wulf
Baroque,gerard-terborch,the-duet-singer-and-theorbo-player
Minimalism,yves-gaucher,trinome-6-2-c-32
Color_Field_Painting,mark-rothko,no-24
Pop_Art,hiro-yamagata,hockey
Cubism,fernand-leger,the-observatory-study-for-the-city
Art_Nouveau_Modern,nicholas-roerich,costume-devotion-of-fiery-furnace-before-christmas-liturgy-in-russian-orthodox-church-1907
Baroque,rembrandt,portrait-of-jacob-trip-1661
Impressionism,willard-metcalf,lenghtening-shadows
Post_Impressionism,maurice-prendergast,still-life-apples-vase-1915
Realism,henri-fantin-latour,bouquet-of-flowers-pansies-1883
Synthetic_Cubism,juan-gris,open-window-with-hills-1923
Post_Impressionism,maurice-prendergast,in-the-luxembourg-gardens-1907
Pop_Art,andy-warhol,friedrich-the-great
High_Renaissance,pietro-perugino,the-virgin-and-child-with-an-angel
Realism,camille-pissarro,donkey-ride-at-la-roche-guyon
Post_Impressionism,spyros-papaloukas,onasteries-at-mount-athos
Expressionism,lucian-freud,susanna-1
Romanticism,theodor-aman,the-battle-with-torches-1891
Analytical_Cubism,pablo-picasso,woman-with-a-mandolin-1909
Color_Field_Painting,paul-reed,draa-1988
Post_Impressionism,vincent-van-gogh,wheatfield-with-crows-1890
Realism,ivan-shishkin,forest-stream-2
Symbolism,odilon-redon,two-young-girls-among-the-flowers-1912
Expressionism,henri-matisse,odalisque-with-a-turkish-chair-1928
Minimalism,paul-brach,the-negative-way-3-1964
Impressionism,rudolf-schweitzer-cumpana,vas-cu-trandafiri-1962
Expressionism,arthur-segal,woodcut
Realism,ivan-kramskoy,portrait-of-the-artist-vasily-perov-1881
Art_Nouveau_Modern,jacek-malczewski,portrait-of-w-adys-aw-ele-ski-1908
Art_Nouveau_Modern,wilhelm-kotarbinski,angel-of-sadness
Naive_Art_Primitivism,arman-manookian,flamingos-in-flight-1931
Color_Field_Painting,paul-feeley,carthage-1962
Romanticism,paul-cezanne,house-in-provence-1867
Realism,volodymyr-orlovsky,breaking-waves
Realism,theodor-severin-kittelsen,oppe-paa-flya(1)
Impressionism,berthe-morisot,the-wet-nurse-angele-feeding-julie-manet
Synthetic_Cubism,juan-gris,tea-cups-1914
Pop_Art,roy-lichtenstein,kiss(1)
Symbolism,konstantin-somov,costume-sketches-of-columbine-for-anna-pavlova
Impressionism,camille-pissarro,the-garden-in-spring-eragny-1894
Northern_Renaissance,martin-schongauer,woman-with-a-turban
Symbolism,konstantin-somov,exlibris-of-s-mikhailov
Romanticism,rudolf-von-alt,the-iron-foundry-in-kitschelt-skodagasse-in-vienna-1894
Baroque,alonzo-cano,vision-of-st-anthony-of-padua-1662
Realism,constantin-stahi,still-life-1872
Impressionism,arkhip-kuindzhi,sunset-effect
Post_Impressionism,gustave-loiseau,by-the-loing-river
Pop_Art,erro,life-gauguin-1978
Color_Field_Painting,frank-stella,seward-park-1958
Impressionism,henry-herbert-la-thangue,the-aqueduct
Minimalism,ellsworth-kelly,diagonal-1951
Northern_Renaissance,albrecht-durer,the-dresden-altarpiece-central-panel-1496
Impressionism,john-singer-sargent,staircase-in-capri-1878
Art_Nouveau_Modern,jacek-malczewski,death-1902
Impressionism,claude-monet,the-japanese-bridge-3-1924
Romanticism,rudolf-von-alt,hallstatt-1845
Realism,eugene-boudin,beach-scene-trouville-1864-1
Romanticism,pierre-paul-prud'hon,the-conversation-of-napoleon-and-francois-ii-1808
Northern_Renaissance,hans-holbein-the-younger,folly-at-the-lectern-1515
High_Renaissance,luca-signorelli,dante-with-scenes-from-the-divine-comedy-1502
Abstract_Expressionism,richard-pousette-dart,inbalance-of-time-1992
Romanticism,ivan-aivazovsky,kronshtadt-fort-the-emperor-alexander-1844
Fauvism,pyotr-konchalovsky,lilacs-in-braids-1952
Symbolism,nicholas-roerich,message-to-tiron-1940
Impressionism,camille-pissarro,farmyard-at-the-maison-rouge-pontoise-1877
Art_Nouveau_Modern,raphael-kirchner,girls-between-brown-green-borders-1901-7
Romanticism,henryk-siemiradzki,entrance-of-christ-into-jerusalem
Color_Field_Painting,helen-frankenthaler,weather-change-1963
Expressionism,georges-rouault,crucifixion-1937
Romanticism,william-shayer,herders-resting-at-lunch
Impressionism,john-singer-sargent,still-life-with-daffodils-1890
Expressionism,otto-dix,the-street-of-brothels
High_Renaissance,pietro-perugino,altarpiece-of-st-augustine-scene-baptism-of-christ-1510
Symbolism,odilon-redon,the-beasts-of-the-sea-round-like-leather-bottles-plate-22-1896
Fauvism,martiros-saryan,lotus-1911
Cubism,roy-lichtenstein,the-red-horseman-1974
Impressionism,maurice-prendergast,the-orange-market
Realism,ilya-repin,portrait-of-a-boy-1867
Fauvism,francis-picabia,portrait-of-jeanne-marie-bourgeois-1917
Symbolism,nicholas-roerich,burein-gol-qaidam-1928
Impressionism,john-henry-twachtman,sailing-in-the-mist-1
Realism,nikolay-bogdanov-belsky,easter-table
Contemporary_Realism,jamie-wyeth,summer-house-winter-house-1975
Realism,vincent-van-gogh,still-life-with-meadow-flowers-and-roses-1886
Pop_Art,radi-nedelchev,balloons-2004
Romanticism,ivan-aivazovsky,the-rescue
Expressionism,lucian-freud,bruce-bernard
Minimalism,brice-marden,summer-table-1972
Impressionism,claude-monet,willows-giverny
Realism,jean-francois-millet,garden
Realism,vasily-polenov,we-decided-to-go-to-jerusalem
Rococo,joshua-reynolds,alexander-10th-duke-of-hamilton
Romanticism,gheorghe-tattarescu,laz-r-kalinderu
Cubism,olexandr-archipenko,head-of-a-woman-1921
Rococo,thomas-gainsborough,portrait-of-prince-edward-later-duke-of-kent-1782
Impressionism,joaquã­n-sorolla,clotilde-in-an-evening-dress-1910
Color_Field_Painting,gene-davis,split-beat-1965
Realism,james-tissot,staircase-of-the-court-haram-1889
Symbolism,nicholas-roerich,ladakh-himalayas
Impressionism,childe-hassam,the-quarry-pool-folly-cove-cape-ann
Baroque,bartolome-esteban-murillo,the-madonna-of-the-rosary
Impressionism,mary-cassatt,antoinette-at-her-dresser-1909
Romanticism,john-atkinson-grimshaw,in-peril-the-harbour-flare-1879
Romanticism,konstantin-makovsky,boyaryshnya-1
Color_Field_Painting,anne-truitt,one-may-1976
Realism,aleksey-savrasov,lake-in-the-swiss-mountains-1866
Rococo,maurice-quentin-de-la-tour,preparation-to-the-portrait-of-voltaire-1
Impressionism,claude-monet,farm-near-honfleur
Cubism,henri-matisse,bathers-by-a-river-1916
Art_Nouveau_Modern,edmund-dulac,where-i-made-one-the-rubaiyat-of-omar-khayyam
Expressionism,lucian-freud,final-portrait-1977
Romanticism,paul-delaroche,the-children-of-edward-1831
Post_Impressionism,suzanne-valadon,femme-a-la-toilette-1913
Expressionism,henri-matisse,the-three-sisters-with-a-sculpture-left-panel-from-the-three-sisters-triptych-1917
Ukiyo_e,katsushika-hokusai,the-fuji-seen-from-the-gay-quarter-in-senju
Early_Renaissance,bartolome-bermejo,piet-of-canon-luis-despl-1490
Color_Field_Painting,jose-guerrero,intervalos-azules-1971
Art_Nouveau_Modern,anna-ostroumova-lebedeva,petersburg-rostral-column-and-exchange-1908
Color_Field_Painting,friedel-dzubas,duo-1965
Rococo,benjamin-west,a-domestic-affliction
Mannerism_Late_Renaissance,paolo-veronese,coronation-of-the-virgin-1555
Mannerism_Late_Renaissance,giorgio-vasari,marriage-at-cana-1566
Realism,johan-hendrik-weissenbruch,farm-near-noorden
Impressionism,john-henry-twachtman,in-the-greenhouse
Fauvism,fikret-mualla-saygi,auvers-sur-oise
Impressionism,childe-hassam,view-of-the-thames
Symbolism,nicholas-roerich,karelian-landscape-hyumpola-lake-1917
Realism,ilya-repin,nativity-1890
Romanticism,vasily-tropinin,portrait-of-k-g-ravich-1823
Symbolism,nicholas-roerich,hystaspes-shahnameh-1938
Expressionism,lucian-freud,the-painter-s-mother-1984-1
Pointillism,camille-pissarro,setting-sun-and-fog-eragny-1891
Impressionism,alfred-sisley,orchard-1885
Post_Impressionism,vincent-van-gogh,le-moulin-de-la-gallette-3-1886
Early_Renaissance,carlo-crivelli,saint-catherine-of-alexandria-1473
Naive_Art_Primitivism,marc-chagall,sobakevich-s-house
Impressionism,edgar-degas,woman-drying-herself-1886
Naive_Art_Primitivism,marc-chagall,noah-s-ark-4
Symbolism,edward-burne-jones,night-1870
Northern_Renaissance,jean-fouquet,conversation-between-st-gontran-and-st-childebert-ii
Pop_Art,claudio-tozzi,desta-vez-eu-consigo-fugir-1967
Impressionism,eugene-boudin,the-spanish-quay-in-rotterdam-sun-1879
Pop_Art,burhan-dogancay,sailing-hearts-1977
Abstract_Expressionism,mark-tobey,the-imaginary-village-1954
Impressionism,guy-rose,carmel-hills-1920
Rococo,joseph-wright,mrs-robert-gwillym
Expressionism,pablo-picasso,celestina-1904
Northern_Renaissance,jean-hey,portrait-of-margaret-of-austria-portrait-of-a-young-princess
Impressionism,theodor-pallady,strada-sfin-ii-apostoli-1949
Contemporary_Realism,chuck-close,alex-color-1992
Baroque,rembrandt,view-of-diemen-1655
Realism,winslow-homer,answering-the-horn
Romanticism,william-shayer,the-end-of-the-day
Art_Nouveau_Modern,raphael-kirchner,boys-and-girls-at-sea-4
Cubism,pyotr-konchalovsky,bread-on-the-green-1913
Realism,camille-corot,two-cowherds-in-a-meadow-by-the-water
Impressionism,philip-de-laszlo,queen-marie-of-romania-1936
Fauvism,rik-wouters,dining-table-1908
Romanticism,henryk-siemiradzki,chopin-performing-in-the-guest-hall-of-anton-radziville-in-berlin-in-1829
Romanticism,francisco-goya,the-fall-or-the-accident-1787
Abstract_Expressionism,willem-de-kooning,door-to-the-river
Impressionism,william-merritt-chase,the-cloisters
Color_Field_Painting,olivier-debre,royau-bleu-vert
Naive_Art_Primitivism,marc-chagall,jerusalem-has-been-freed-from-babylon-according-to-the-prophecy-of-isaiah-isaiah-xiv-1-7
Post_Impressionism,vincent-van-gogh,the-pont-du-carrousel-and-the-louvre-1886
Impressionism,william-merritt-chase,lady-in-white-gown
Art_Nouveau_Modern,gustav-klimt,farm-garden-with-crucifix-1912
Impressionism,eugene-boudin,etaples-la-canache-high-tide-1890
Baroque,peter-paul-rubens,saint-felix-of-cantalice
Realism,ilya-repin,portrait-of-dante
Impressionism,henri-edmond-cross,peasant-woman-stretched-out-on-the-grass
High_Renaissance,luca-signorelli,the-crucifixion-1
Rococo,giovanni-battista-tiepolo,allegory-of-the-planets-and-continents-1752
Baroque,rembrandt,the-circumcision-small-plate
Color_Field_Painting,gotthard-graubner,untitled-1992
Expressionism,ion-nicodim,unknown-title(13)
Minimalism,park-seo-bo,ecriture-no-051128-2005
Mannerism_Late_Renaissance,cristovao-de-figueiredo,cristo-deposto-da-cruz-1530
Contemporary_Realism,eric-fischl,scenes-from-late-paradise-the-drink
Expressionism,martiros-saryan,portrait-of-the-poet-yeghishe-charents-1923
Expressionism,pablo-picasso,self-portrait-1906-3
Post_Impressionism,ion-tuculescu,landscape-at-mangalia-1943
Realism,emile-claus,the-old-gardener-1885
Realism,vasily-surikov,view-of-kremlin-at-winter-1876
High_Renaissance,michelangelo,the-prophet-joel-1509
Expressionism,vasile-kazar,dialogue-with-the-chimera-1987
Symbolism,konstantin-bogaevsky,ancient-fortress-1902
Baroque,diego-velazquez,don-sebastian-de-morra
Impressionism,paul-cezanne,still-life-with-apples-servettes-and-a-milkcan
Baroque,gerrit-dou,the-young-mother-1658
Symbolism,harry-clarke,the-year-s-at-the-spring-1920-26
Impressionism,william-merritt-chase,the-birthday-party-aka-helen-velasquez-chase
Realism,pyotr-konchalovsky,the-first-snow-the-blue-cottage-1938
Minimalism,andrei-cadere,untitled-bar-a-i-0203000-25-i-x-12-1976
Rococo,thomas-gainsborough,portrait-of-mrs-awse-1767
Art_Nouveau_Modern,jacek-malczewski,one-chord
Realism,james-tissot,journey-of-the-magi
Art_Nouveau_Modern,henri-de-toulouse-lautrec,la-charrette-anglaise-the-english-dog-cart-1897
Symbolism,alfred-kubin,man-in-a-storm-1903
Romanticism,karl-bodmer,assiniboin-and-cree-warriors-attack-blackfeet
Baroque,gerrit-dou,still-life-with-globe-lute-and-books
Romanticism,orest-kiprensky,portrait-of-a-o-smirnova-1830
Northern_Renaissance,hieronymus-bosch,the-temptation-of-st-anthony-1516-2
Pop_Art,robert-indiana,art-1977
Northern_Renaissance,albrecht-durer,mary-with-a-pear
Baroque,frans-hals,portrait-of-a-jester-with-a-lute
Color_Field_Painting,perle-fine,cool-series-no-80-impatient-spring-1963
Realism,pyotr-konchalovsky,two-standing-models-1934
Post_Impressionism,vincent-van-gogh,olive-grove-orange-sky-1889
Ukiyo_e,ito-jakuchu,touka-shoukinzu
Abstract_Expressionism,cy-twombly,ferragosto-iii
Expressionism,mark-tobey,self-portrait-1953
Post_Impressionism,jacques-villon,le-petit-man-ge-rue-caulaincourt-1905
Pop_Art,hiro-yamagata,not-detected-272416
Color_Field_Painting,frank-stella,fort-n-de-las-flores-1967
Ukiyo_e,katsushika-hokusai,the-phantom-of-kohada-koheiji
Romanticism,karl-bodmer,inside-front-cover-right
Impressionism,eugene-boudin,the-harvest-near-trouville-1878
Symbolism,mikalojus-ciurlionis,graveyard-motif-1909
Realism,maxime-lalanne,betharam-de-lourdes-pau-1860
Abstract_Expressionism,jackson-pollock,number-14(1)
Realism,isaac-levitan,crimea-in-winter
Minimalism,lee-ufan,from-line-1974
Symbolism,nicholas-roerich,moon-over-monastery-in-mountains
Naive_Art_Primitivism,fernand-leger,study-of-women-at-the-plant
Minimalism,richard-artschwager,description-of-table-1964
Post_Impressionism,henri-martin,the-open-door
Impressionism,valentin-serov,portrait-of-the-artist-isaac-levitan-1900
Abstract_Expressionism,cy-twombly,school-of-athens-1
Art_Nouveau_Modern,nicholas-roerich,arrows-of-sky-spears-of-land-1915-1
Rococo,joshua-reynolds,caroline-duchess-of-marlborough-1762
Realism,efim-volkov,landscape-with-the-village-children
Impressionism,john-henry-twachtman,flowers
Post_Impressionism,istvan-ilosvai-varga,houses-with-crippled-man-1939
Rococo,joseph-wright,francis-noel-clarke-mundy
Realism,gustav-klimt,portrait-of-marie-breunig
Romanticism,francisco-goya,judith-and-holovernes-1823
Post_Impressionism,tivadar-kosztka-csontvary,roman-bridge-at-mostar-1903
Expressionism,oskar-kokoschka,dent-du-midi
Impressionism,antã³nio-de-carvalho-da-silva-porto,na-cisterna
Impressionism,john-singer-sargent,violet-fishing-1889
Pointillism,camille-pissarro,kew-the-path-to-the-main-conservatory
Early_Renaissance,filippo-lippi,announcement-of-the-death-of-the-virgin
Color_Field_Painting,helen-frankenthaler,summer-insignia-1969
Impressionism,mary-cassatt,young-woman-in-green-outdoors-in-the-sun
Post_Impressionism,aristarkh-lentulov,street-in-sergiev-posad(1)
Rococo,canaletto,the-bucintoro-venice-1747
Expressionism,lucian-freud,small-naked-portrait-1974
Art_Nouveau_Modern,aubrey-beardsley,the-fall-of-the-house-of-usher
Art_Nouveau_Modern,carlos-saenz-de-tejada,don-juan-illustration-1938
Color_Field_Painting,gotthard-graubner,istria-v-2011
Baroque,anthony-van-dyck,portrait-of-a-flemish-lady-1621
Post_Impressionism,maurice-prendergast,beach-at-st-malo
Abstract_Expressionism,joan-snyder,song-cycle-4-2011
Impressionism,adam-baltatu,pipkin-with-chrysanthemums
Impressionism,karoly-ferenczy,portrait-of-p-l-szinyei-merse-1910
Baroque,jan-steen,doctor-s-visit-1665
Symbolism,nicholas-roerich,monhigan-study-1922-2
Realism,nikolai-ge,what-is-truth-christ-and-pilate
Art_Nouveau_Modern,nicholas-roerich,kiss-the-earth
New_Realism,edward-hopper,squam-light
Naive_Art_Primitivism,henri-rousseau,wagon-in-front-of-the-mill-1879
Romanticism,dante-gabriel-rossetti,aggie-1862
Ukiyo_e,tsukioka-yoshitoshi,looking-as-if-she-is-enjoying-herself-a-teacher-of-the-keisei-era
Cubism,pyotr-konchalovsky,still-life-the-guitar-1917
High_Renaissance,luca-signorelli,the-capture-of-christ
Mannerism_Late_Renaissance,jacopo-pontormo,study-of-two-carthusian-monks-1525
